Date,Temperature,Precipitation,Humidity,Visibility,WindSpeed
2017-01-09 23:00:00,5.0,0.0,32.0,10.0,24.134999999999998
2017-01-10 00:00:00,5.555555555555555,0.0,32.0,10.0,27.353
2017-01-10 01:00:00,5.833333333333333,0.0,33.5,9.969999999999999,25.744
2017-01-10 02:00:00,6.666666666666667,0.0,38.0,10.0,27.353
2017-01-10 03:00:00,6.666666666666667,0.0,43.0,10.0,32.18
2017-01-10 04:00:00,6.666666666666667,0.0,45.0,9.969999999999999,30.570999999999998
2017-01-10 05:00:00,6.666666666666667,0.0,58.0,10.0,27.353
2017-01-10 06:00:00,6.111111111111111,0.0,68.0,10.0,28.962
2017-01-10 07:00:00,6.111111111111111,0.0,68.0,9.969999999999999,27.353
2017-01-10 08:00:00,7.222222222222222,0.0,61.0,10.0,32.18
2017-01-10 09:00:00,8.333333333333334,0.0,56.0,10.0,33.789
2017-01-10 10:00:00,9.166666666666668,0.0,54.0,9.969999999999999,31.375500000000002
2017-01-10 11:00:00,11.11111111111111,0.0,53.0,10.0,33.789
2017-01-10 12:00:00,12.777777777777779,0.0,51.0,10.0,53.097
2017-01-10 13:00:00,13.055555555555557,0.0,50.0,9.969999999999999,45.8565
2017-01-10 14:00:00,13.333333333333334,0.0,49.0,10.0,46.661
2017-01-10 15:00:00,12.777777777777779,0.0,55.0,10.0,35.397999999999996
2017-01-10 16:00:00,12.777777777777779,0.0,56.0,9.969999999999999,34.5935
2017-01-10 17:00:00,12.777777777777779,0.0,62.0,10.0,37.007
2017-01-10 18:00:00,12.777777777777779,0.0,64.5,10.0,37.811499999999995
2017-01-10 19:00:00,12.142857142857142,60.96,77.71428571428571,3.5271428571428567,35.398
2017-01-10 20:00:00,12.777777777777779,30.48,80.0,10.0,28.962
2017-01-10 21:00:00,13.148148148148147,0.0,79.33333333333333,10.0,25.207666666666668
2017-01-10 22:00:00,12.777777777777779,0.0,78.5,9.969999999999999,20.112499999999997
2017-01-10 23:00:00,11.666666666666666,0.0,80.0,10.0,16.09
